ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0007059	chromosome segregation	56/430	337/11986	0.166172106824926	4.63195086605479	13.0454802859737	1.70713696829805e-22	3.93099721839028e-19	3.64347267160316e-19	TTK/TPX2/CDC20/KIF18B/KIF2C/GPSM2/CDCA8/PRC1/CDT1/CCNE1/SMC4/HJURP/KIF4A/KIF14/KIF15/BUB1/KIFC1/CCNB2/PLK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/CENPN/DLGAP5/ECT2/TRIP13/NDC80/PLSCR1/CENPF/MYBL2/CDK1/SKA1/CCNE2/FIRRM/RACGAP1/CEP192/KIF23/AURKA/NEK2/TUBGCP3/KIF11/KNTC1/CENPI/SPDL1/ASPM/SAC3D1/MSH5/BRIP1/TACC3/CENPM	56
GO:0000280	nuclear division	56/430	338/11986	0.165680473372781	4.61824686940966	13.0160840563563	1.98184886230919e-22	3.93099721839028e-19	3.64347267160316e-19	NFIB/TTK/TPX2/RANBP1/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/CCNE1/SMC4/KIF4A/KIF14/KIF15/SPHK1/BUB1/KIFC1/CCNB2/PLK1/CHEK1/AURKB/CENPE/RAD51AP1/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/CCNE2/UBE2S/FANCA/RACGAP1/CKS2/CEP192/KIF23/AURKA/NEK2/KIF11/KNTC1/CENPI/SPDL1/ASPM/MSH5/RGCC/BRIP1/DMRT1	56
GO:0098813	nuclear chromosome segregation	48/430	249/11986	0.192771084337349	5.37338189969179	13.4520355024022	3.20482079161367e-22	4.23784136011047e-19	3.92787334214265e-19	TTK/TPX2/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/CCNE1/SMC4/KIF4A/KIF14/KIF15/BUB1/KIFC1/CCNB2/PLK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/DLGAP5/ECT2/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/CCNE2/RACGAP1/CEP192/KIF23/AURKA/NEK2/KIF11/KNTC1/CENPI/SPDL1/ASPM/MSH5/BRIP1/TACC3	48
GO:0140014	mitotic nuclear division	46/430	234/11986	0.196581196581197	5.47958656330749	13.3487146982859	1.0721773603442e-21	1.06333189712136e-18	9.85556715705865e-19	NFIB/TTK/TPX2/RANBP1/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/SMC4/KIF4A/KIF14/KIF15/SPHK1/BUB1/KIFC1/PLK1/CHEK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/NUSAP1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/UBE2S/RACGAP1/CEP192/KIF23/AURKA/NEK2/KIF11/KNTC1/CENPI/SPDL1/RGCC/DMRT1	46
GO:0000070	mitotic sister chromatid segregation	38/430	161/11986	0.236024844720497	6.57905532283692	13.7474614860966	5.14702927003583e-21	4.08365302284643e-18	3.78496278741793e-18	TTK/TPX2/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/SMC4/KIF4A/KIF14/KIF15/BUB1/KIFC1/PLK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/NUSAP1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/RACGAP1/CEP192/KIF23/NEK2/KIF11/KNTC1/CENPI/SPDL1	38
GO:0048285	organelle fission	56/430	374/11986	0.149732620320856	4.17370973759483	12.0281537895836	2.96289835436328e-20	1.95896962862652e-17	1.81568490382297e-17	NFIB/TTK/TPX2/RANBP1/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/CCNE1/SMC4/KIF4A/KIF14/KIF15/SPHK1/BUB1/KIFC1/CCNB2/PLK1/CHEK1/AURKB/CENPE/RAD51AP1/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/CCNE2/UBE2S/FANCA/RACGAP1/CKS2/CEP192/KIF23/AURKA/NEK2/KIF11/KNTC1/CENPI/SPDL1/ASPM/MSH5/RGCC/BRIP1/DMRT1	56
GO:0000819	sister chromatid segregation	40/430	195/11986	0.205128205128205	5.71782945736434	12.8124948581025	1.09502746112456e-19	6.20567705468732e-17	5.75177582211742e-17	TTK/TPX2/CDC20/KIF18B/KIF2C/CDCA8/PRC1/CDT1/SMC4/KIF4A/KIF14/KIF15/BUB1/KIFC1/PLK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/RACGAP1/CEP192/KIF23/NEK2/KIF11/KNTC1/CENPI/SPDL1/TACC3	40
GO:1902850	microtubule cytoskeleton organization involved in mitosis	30/430	143/11986	0.20979020979021	5.84778012684989	11.249404896025	2.53774420029234e-15	1.25840390531996e-12	1.16636059100278e-12	TTK/TPX2/CDC20/STMN1/GPSM2/CDCA8/PRC1/KIF4A/KIF15/KIFC1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/PAX6/NUSAP1/DLGAP5/NDC80/MYBL2/CDK1/RACGAP1/CEP192/KIF23/AURKA/NEK2/SPRY2/KIF11/SPDL1/TACC3	30
GO:0044772	mitotic cell cycle phase transition	46/430	355/11986	0.129577464788732	3.61189649525057	9.63631729753065	2.41985016871935e-14	1.06661617992329e-11	9.88600776530605e-12	CDKN2A/MELK/TFDP1/NFIB/TTK/DONSON/CDC20/CKS1B/SKP2/CDCA8/CCNE1/EZH2/CCNA2/KIF14/RRM2/BUB1/CCNB2/PLK1/CHEK1/AURKB/CENPE/FOXM1/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/RBL1/CDK1/ID4/SKA1/CCNE2/UBE2S/MYC/CKS2/RFWD3/AURKA/BARD1/NES/CCL2/KNTC1/SPDL1/TPD52L1/RGCC/TACC3	46
GO:0044770	cell cycle phase transition	51/430	438/11986	0.116438356164384	3.24565148136349	9.23582092982944	6.58414502551884e-14	2.61193033162332e-11	2.42088616569866e-11	CDKN2A/MELK/TFDP1/NFIB/TTK/MSH2/DONSON/CDC20/CKS1B/SKP2/CDCA8/CDT1/CCNE1/EZH2/CCNA2/KIF14/RRM2/BUB1/CCNB2/PLK1/CHEK1/SIX3/AURKB/CENPE/FOXM1/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/CDC45/RBL1/CDK1/ID4/SKA1/CCNE2/UBE2S/MYC/CKS2/RFWD3/AURKA/BARD1/NES/CCL2/KNTC1/SPDL1/TPD52L1/RGCC/BRIP1/TACC3	51
GO:0051276	chromosome organization	52/430	464/11986	0.112068965517241	3.1238572574178	9.00056681203173	1.71035762917277e-13	6.16817155902578e-11	5.71701358727318e-11	TTK/TPX2/MSH2/CDC20/SMG5/KIF18B/FEN1/KIF2C/CDCA8/PRC1/CDT1/CCNE1/SMC4/NASP/HJURP/KIF4A/KIF14/KIF15/BUB1/KIFC1/PLK1/AURKB/CENPE/HMGB2/KIF18A/CDK5RAP2/MAD2L1/TOP2A/NUSAP1/SMC2/NCAPH/CENPN/DLGAP5/TRIP13/NDC80/CENPF/MYBL2/CDK1/SKA1/CCNE2/MYC/RACGAP1/CEP192/KIF23/NEK2/KIF11/KNTC1/CENPI/SPDL1/MSH5/BRIP1/TACC3	52
GO:1905818	regulation of chromosome separation	19/430	65/11986	0.292307692307692	8.14790697674419	11.1462481266893	6.31209121194206e-13	2.08667215314784e-10	1.93404689502751e-10	TTK/CDC20/CDCA8/SMC4/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/PLSCR1/CENPF/SKA1/KNTC1/SPDL1	19
GO:0051304	chromosome separation	19/430	68/11986	0.279411764705882	7.78844049247606	10.828598753587	1.55443164350931e-12	4.74340794600111e-10	4.39646132046804e-10	TTK/CDC20/CDCA8/SMC4/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/PLSCR1/CENPF/SKA1/KNTC1/SPDL1	19
GO:0090068	positive regulation of cell cycle process	32/430	210/11986	0.152380952380952	4.24753045404208	9.15827039239599	3.30926651247736e-12	9.37704303928406e-10	8.69117889329581e-10	TFDP1/RANBP1/CDC20/FEN1/GPSM2/CDCA8/CCNE1/SMC4/EZH2/KIF14/RRM2/SPHK1/BUB1/AURKB/RAD51AP1/MAD2L1/NUSAP1/SMC2/NCAPH/DLGAP5/ECT2/NDC80/PLSCR1/CDK1/SKA1/CCNE2/E2F8/RACGAP1/KIF23/AURKA/RGCC/DMRT1	32
GO:0051225	spindle assembly	23/430	111/11986	0.207207207207207	5.77578043159439	9.75076101650808	6.4125337980512e-12	1.69590143845794e-09	1.57185828467318e-09	TPX2/CDC20/GPSM2/CDCA8/PRC1/KIF4A/KIF15/KIFC1/CCNB2/PLK1/AURKB/NDC80/MYBL2/SKA1/RACGAP1/CEP192/KIF23/AURKA/NEK2/TUBGCP3/KIF11/ASPM/SAC3D1	23
GO:0051983	regulation of chromosome segregation	23/430	112/11986	0.205357142857143	5.72421096345515	9.68922971877871	7.80628381121929e-12	1.85895474545398e-09	1.72298539951196e-09	TTK/CDC20/KIF2C/CDCA8/SMC4/BUB1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/PLSCR1/CENPF/CDK1/SKA1/KNTC1/SPDL1/TACC3	23
GO:0007088	regulation of mitotic nuclear division	22/430	102/11986	0.215686274509804	6.01212950296398	9.80596928164545	7.9662794738386e-12	1.85895474545398e-09	1.72298539951196e-09	TTK/CDC20/CDCA8/SPHK1/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/NUSAP1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/AURKA/NEK2/KNTC1/SPDL1/RGCC/DMRT1	22
GO:0007051	spindle organization	28/430	171/11986	0.16374269005848	4.56423228614171	9.05517134268772	1.33928701200311e-11	2.95163976478686e-09	2.73574826486951e-09	TTK/TPX2/CDC20/STMN1/GPSM2/CDCA8/PRC1/KIF4A/KIF15/KIFC1/CCNB2/PLK1/AURKB/CENPE/DLGAP5/NDC80/MYBL2/SKA1/RACGAP1/CEP192/KIF23/AURKA/NEK2/TUBGCP3/KIF11/ASPM/SAC3D1/TACC3	28
GO:0007052	mitotic spindle organization	23/430	116/11986	0.198275862068966	5.52682437850842	9.45032537570916	1.6763887914593e-11	3.50012333458898e-09	3.24411415433094e-09	TTK/TPX2/CDC20/STMN1/GPSM2/CDCA8/PRC1/KIF4A/KIF15/KIFC1/PLK1/AURKB/CENPE/DLGAP5/NDC80/MYBL2/RACGAP1/CEP192/KIF23/AURKA/NEK2/KIF11/TACC3	23
GO:0051784	negative regulation of nuclear division	16/430	53/11986	0.30188679245283	8.41491882404563	10.435637765412	2.50372887040588e-11	4.96614621445006e-09	4.60290786543565e-09	TTK/CDC20/CDCA8/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1/DMRT1	16
GO:0051783	regulation of nuclear division	23/430	120/11986	0.191666666666667	5.34259689922481	9.22226185524126	3.4803385043206e-11	6.57452516506658e-09	6.09364531107361e-09	TTK/CDC20/CDCA8/SPHK1/BUB1/PLK1/CHEK1/AURKB/RAD51AP1/CDK5RAP2/MAD2L1/NUSAP1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/AURKA/NEK2/KNTC1/SPDL1/RGCC/DMRT1	23
GO:0007094	mitotic spindle assembly checkpoint signaling	14/430	41/11986	0.341463414634146	9.51809415768576	10.5387904225993	6.89239764797421e-11	1.13925589456307e-08	1.05592741159535e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0071173	spindle assembly checkpoint signaling	14/430	41/11986	0.341463414634146	9.51809415768576	10.5387904225993	6.89239764797421e-11	1.13925589456307e-08	1.05592741159535e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0071174	mitotic spindle checkpoint signaling	14/430	41/11986	0.341463414634146	9.51809415768576	10.5387904225993	6.89239764797421e-11	1.13925589456307e-08	1.05592741159535e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0031577	spindle checkpoint signaling	14/430	42/11986	0.333333333333333	9.29147286821705	10.3831926544265	1.0004024371243e-10	1.58743858722884e-08	1.4713287212106e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0000226	microtubule cytoskeleton organization	49/430	499/11986	0.0981963927855711	2.73716735797176	7.6460670633039	1.12574760828276e-10	1.66109565042678e-08	1.53959829300698e-08	TTK/TPX2/RANBP1/CDC20/STMN1/KANK1/KIF18B/KIF2C/GPSM2/CDCA8/PRC1/IQCG/KIF4A/TUBB6/KIF15/KIFC1/CCNB2/PLK1/CALML5/CHEK1/AURKB/CENPE/KIF18A/CDK5RAP2/MAD2L1/KIF20A/PAX6/NUSAP1/DLGAP5/NDC80/MYBL2/CRYAB/CDK1/MID1/SKA1/RACGAP1/CEP192/KIF23/AURKA/NEK2/SPRY2/TUBGCP3/KIF11/SPDL1/ASPM/SAC3D1/CALML4/TACC3/CNTLN	49
GO:0033047	regulation of mitotic sister chromatid segregation	15/430	50/11986	0.3	8.36232558139535	10.0628290923662	1.172439581849e-10	1.66109565042678e-08	1.53959829300698e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/CDK1/SKA1/KNTC1/SPDL1	15
GO:0045839	negative regulation of mitotic nuclear division	15/430	50/11986	0.3	8.36232558139535	10.0628290923662	1.172439581849e-10	1.66109565042678e-08	1.53959829300698e-08	TTK/CDC20/CDCA8/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	15
GO:0033046	negative regulation of sister chromatid segregation	14/430	43/11986	0.325581395348837	9.07539210383991	10.2327086969744	1.43535606565671e-10	1.7793929726438e-08	1.64924300570358e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0033048	negative regulation of mitotic sister chromatid segregation	14/430	43/11986	0.325581395348837	9.07539210383991	10.2327086969744	1.43535606565671e-10	1.7793929726438e-08	1.64924300570358e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	14/430	43/11986	0.325581395348837	9.07539210383991	10.2327086969744	1.43535606565671e-10	1.7793929726438e-08	1.64924300570358e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:2000816	negative regulation of mitotic sister chromatid separation	14/430	43/11986	0.325581395348837	9.07539210383991	10.2327086969744	1.43535606565671e-10	1.7793929726438e-08	1.64924300570358e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0010965	regulation of mitotic sister chromatid separation	15/430	51/11986	0.294117647058824	8.1983584131327	9.93703509319271	1.6070921278834e-10	1.93191953676165e-08	1.79061333419353e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	15
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	14/430	45/11986	0.311111111111111	8.67204134366925	9.94595116805698	2.86137456538036e-10	3.24316368596111e-08	3.00594928026274e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:1905819	negative regulation of chromosome separation	14/430	45/11986	0.311111111111111	8.67204134366925	9.94595116805698	2.86137456538036e-10	3.24316368596111e-08	3.00594928026274e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0051306	mitotic sister chromatid separation	15/430	53/11986	0.283018867924528	7.88898639754278	9.69544890801419	2.94919237818682e-10	3.24984615674086e-08	3.01214297573291e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	15
GO:0051985	negative regulation of chromosome segregation	14/430	46/11986	0.304347826086957	8.4835187057634	9.80916593789166	3.98016391176157e-10	4.2673811453941e-08	3.95525250178753e-08	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0007346	regulation of mitotic cell cycle	42/430	407/11986	0.103194103194103	2.876475629964	7.42940590398374	5.87235421315319e-10	6.03485877263636e-08	5.59345168503809e-08	CDKN2A/TFDP1/FOXC1/TTK/BTG3/GMNN/MSH2/DONSON/CDC20/CKS1B/CDCA8/CCNE1/EZH2/KIF14/RRM2/SPHK1/BUB1/PLK1/CHEK1/AURKB/CENPE/CDK5RAP2/MAD2L1/NUSAP1/DLGAP5/TRIP13/NDC80/CENPF/RBL1/CDK1/SKA1/CCNE2/CKS2/RFWD3/AURKA/BARD1/NEK2/CCL2/KNTC1/SPDL1/RGCC/DMRT1	42
GO:0051310	metaphase chromosome alignment	18/430	83/11986	0.216867469879518	6.04505463715327	8.89664340866588	5.93293400889382e-10	6.03485877263636e-08	5.59345168503809e-08	TTK/KIF2C/CDCA8/CDT1/KIF14/KIFC1/AURKB/CENPE/KIF18A/ECT2/NDC80/CENPF/CDK1/SKA1/RACGAP1/NEK2/KNTC1/SPDL1	18
GO:0045787	positive regulation of cell cycle	33/430	271/11986	0.121771217712177	3.39430189650734	7.69027533074141	6.93521729171128e-10	6.87800174905466e-08	6.37492473682829e-08	TFDP1/RANBP1/CDC20/FEN1/GPSM2/CDCA8/CCNE1/SMC4/EZH2/KIF14/RRM2/SPHK1/BUB1/CHEK1/AURKB/RAD51AP1/MAD2L1/NUSAP1/SMC2/NCAPH/DLGAP5/ECT2/NDC80/PLSCR1/CDK1/SKA1/CCNE2/E2F8/RACGAP1/KIF23/AURKA/RGCC/DMRT1	33
GO:0140013	meiotic nuclear division	22/430	130/11986	0.169230769230769	4.71720930232558	8.21994812031954	1.14321596806941e-09	1.10613115739789e-07	1.02522551385531e-07	TTK/CDC20/CCNE1/SMC4/CCNB2/PLK1/RAD51AP1/KIF18A/TOP2A/SMC2/NCAPH/TRIP13/NDC80/SKA1/CCNE2/FANCA/CKS2/AURKA/ASPM/MSH5/BRIP1/DMRT1	22
GO:0050000	chromosome localization	19/430	97/11986	0.195876288659794	5.45993766482858	8.50729460890953	1.23868446245636e-09	1.16996696727723e-07	1.08439218730829e-07	TTK/KIF2C/CDCA8/CDT1/KIF14/KIFC1/AURKB/CENPE/KIF18A/DLGAP5/ECT2/NDC80/CENPF/CDK1/SKA1/RACGAP1/NEK2/KNTC1/SPDL1	19
GO:0045786	negative regulation of cell cycle	35/430	313/11986	0.111821086261981	3.11694776729326	7.32049669583346	2.10082324512943e-09	1.93813158451825e-07	1.79637101474593e-07	CDKN2A/FOXC1/TTK/BTG3/GMNN/MSH2/DONSON/CDC20/PTPRK/CDCA8/CDT1/EZH2/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/CDC45/RBL1/CDK1/SKA1/E2F8/RFWD3/BARD1/NEK2/CCL2/KNTC1/SPDL1/RGCC/BRIP1/DMRT1	35
GO:1901991	negative regulation of mitotic cell cycle phase transition	23/430	147/11986	0.156462585034014	4.36130359120392	7.90967022469217	2.3425121355835e-09	2.05836296382404e-07	1.90780832198198e-07	TTK/DONSON/CDC20/CDCA8/EZH2/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/RBL1/CDK1/SKA1/RFWD3/BARD1/CCL2/KNTC1/SPDL1/RGCC	23
GO:0033045	regulation of sister chromatid segregation	18/430	90/11986	0.2	5.57488372093023	8.40330869280266	2.38680857917585e-09	2.05836296382404e-07	1.90780832198198e-07	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/CDK1/SKA1/KNTC1/SPDL1/TACC3	18
GO:0051303	establishment of chromosome localization	18/430	90/11986	0.2	5.57488372093023	8.40330869280266	2.38680857917585e-09	2.05836296382404e-07	1.90780832198198e-07	TTK/KIF2C/CDCA8/CDT1/KIF14/KIFC1/AURKB/CENPE/KIF18A/ECT2/NDC80/CENPF/CDK1/SKA1/RACGAP1/NEK2/KNTC1/SPDL1	18
GO:1901990	regulation of mitotic cell cycle phase transition	32/430	270/11986	0.118518518518519	3.30363479758829	7.38508181743365	2.51190181340719e-09	2.12015201995454e-07	1.96507794719626e-07	CDKN2A/TFDP1/TTK/DONSON/CDC20/CDCA8/CCNE1/EZH2/KIF14/RRM2/BUB1/PLK1/CHEK1/AURKB/CENPE/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/RBL1/CDK1/SKA1/CCNE2/RFWD3/AURKA/BARD1/CCL2/KNTC1/SPDL1/RGCC	32
GO:0010948	negative regulation of cell cycle process	30/430	242/11986	0.12396694214876	3.45550643859312	7.44372327042941	2.77292155092696e-09	2.29170412344318e-07	2.1240822318833e-07	TTK/MSH2/DONSON/CDC20/CDCA8/CDT1/EZH2/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/CDC45/RBL1/CDK1/SKA1/E2F8/RFWD3/BARD1/NEK2/CCL2/KNTC1/SPDL1/RGCC/BRIP1/DMRT1	30
GO:0007093	mitotic cell cycle checkpoint signaling	20/430	113/11986	0.176991150442478	4.93352541675242	8.10383199723583	2.93362104423186e-09	2.37503564948322e-07	2.20131864822811e-07	TTK/MSH2/DONSON/CDC20/CDCA8/BUB1/PLK1/CHEK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/CDK1/SKA1/RFWD3/BARD1/KNTC1/SPDL1	20
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	17/430	81/11986	0.209876543209877	5.85018662072926	8.44861926622232	3.06270291997727e-09	2.42994849670997e-07	2.25221501041697e-07	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1/TACC3	17
